token	token_zbk	token_forma
https://monumenta.wikibase.cloud/entity/Q913	108	da
https://monumenta.wikibase.cloud/entity/Q914	109	bere
https://monumenta.wikibase.cloud/entity/Q915	110	beso
https://monumenta.wikibase.cloud/entity/Q916	111	biaquin
https://monumenta.wikibase.cloud/entity/Q917	112	balanza
https://monumenta.wikibase.cloud/entity/Q918	113	bat
https://monumenta.wikibase.cloud/entity/Q919	114	,
https://monumenta.wikibase.cloud/entity/Q920	115	ceñean
https://monumenta.wikibase.cloud/entity/Q921	116	pisatu
https://monumenta.wikibase.cloud/entity/Q922	117	zan
https://monumenta.wikibase.cloud/entity/Q923	118	Christoren
https://monumenta.wikibase.cloud/entity/Q924	119	gorputza
https://monumenta.wikibase.cloud/entity/Q925	120	,
https://monumenta.wikibase.cloud/entity/Q926	121	beata
https://monumenta.wikibase.cloud/entity/Q927	122	,
https://monumenta.wikibase.cloud/entity/Q928	123	cuius
https://monumenta.wikibase.cloud/entity/Q929	124	brachiis
https://monumenta.wikibase.cloud/entity/Q930	125	pretium
https://monumenta.wikibase.cloud/entity/Q931	126	pependit
https://monumenta.wikibase.cloud/entity/Q932	127	saeculi
https://monumenta.wikibase.cloud/entity/Q933	128	statera
https://monumenta.wikibase.cloud/entity/Q934	129	facta
https://monumenta.wikibase.cloud/entity/Q935	130	corporis
https://monumenta.wikibase.cloud/entity/Q936	131	,
https://monumenta.wikibase.cloud/entity/Q937	132	tulitque
https://monumenta.wikibase.cloud/entity/Q938	133	praedam
https://monumenta.wikibase.cloud/entity/Q939	134	tartari
https://monumenta.wikibase.cloud/entity/Q940	135	in
https://monumenta.wikibase.cloud/entity/Q941	136	hymno
https://monumenta.wikibase.cloud/entity/Q942	137	.
https://monumenta.wikibase.cloud/entity/Q943	138	Alde
https://monumenta.wikibase.cloud/entity/Q944	139	bata
https://monumenta.wikibase.cloud/entity/Q945	140	pecatuaz
https://monumenta.wikibase.cloud/entity/Q946	141	beteric
https://monumenta.wikibase.cloud/entity/Q947	142	,
https://monumenta.wikibase.cloud/entity/Q948	143	infernuraño
https://monumenta.wikibase.cloud/entity/Q949	144	jachia
https://monumenta.wikibase.cloud/entity/Q950	145	cegoan
https://monumenta.wikibase.cloud/entity/Q951	146	,
https://monumenta.wikibase.cloud/entity/Q952	147	artan
https://monumenta.wikibase.cloud/entity/Q953	148	guendela
https://monumenta.wikibase.cloud/entity/Q954	149	Adanen
https://monumenta.wikibase.cloud/entity/Q955	150	hume
https://monumenta.wikibase.cloud/entity/Q956	151	guztioc
https://monumenta.wikibase.cloud/entity/Q957	152	.
https://monumenta.wikibase.cloud/entity/Q958	153	Etzan
https://monumenta.wikibase.cloud/entity/Q959	154	guizonen
https://monumenta.wikibase.cloud/entity/Q960	155	artean
https://monumenta.wikibase.cloud/entity/Q961	156	lurrean
https://monumenta.wikibase.cloud/entity/Q962	157	,
https://monumenta.wikibase.cloud/entity/Q963	158	ez
https://monumenta.wikibase.cloud/entity/Q964	159	eta
https://monumenta.wikibase.cloud/entity/Q965	160	ceruan
https://monumenta.wikibase.cloud/entity/Q966	161	aingueruen
https://monumenta.wikibase.cloud/entity/Q967	162	artean
https://monumenta.wikibase.cloud/entity/Q968	163	,
https://monumenta.wikibase.cloud/entity/Q969	164	hura
https://monumenta.wikibase.cloud/entity/Q970	165	jasotzeco
https://monumenta.wikibase.cloud/entity/Q971	166	diña
https://monumenta.wikibase.cloud/entity/Q972	167	pisuric
https://monumenta.wikibase.cloud/entity/Q973	168	,
https://monumenta.wikibase.cloud/entity/Q974	169	ta
https://monumenta.wikibase.cloud/entity/Q975	170	indarric
https://monumenta.wikibase.cloud/entity/Q976	171	:
https://monumenta.wikibase.cloud/entity/Q977	172	ain
https://monumenta.wikibase.cloud/entity/Q978	173	da
https://monumenta.wikibase.cloud/entity/Q979	174	astun
https://monumenta.wikibase.cloud/entity/Q980	175	,
https://monumenta.wikibase.cloud/entity/Q981	176	ta
https://monumenta.wikibase.cloud/entity/Q982	177	icaragarri
https://monumenta.wikibase.cloud/entity/Q983	178	pecatua
https://monumenta.wikibase.cloud/entity/Q984	179	.
https://monumenta.wikibase.cloud/entity/Q985	180	Argatic
https://monumenta.wikibase.cloud/entity/Q986	181	Jaincoaren
https://monumenta.wikibase.cloud/entity/Q987	182	semea
https://monumenta.wikibase.cloud/entity/Q988	183	,
https://monumenta.wikibase.cloud/entity/Q989	184	guc
https://monumenta.wikibase.cloud/entity/Q990	185	ecer
https://monumenta.wikibase.cloud/entity/Q991	186	mereci
https://monumenta.wikibase.cloud/entity/Q992	187	ez
https://monumenta.wikibase.cloud/entity/Q993	188	guenduela
https://monumenta.wikibase.cloud/entity/Q994	189	,
https://monumenta.wikibase.cloud/entity/Q995	190	guizon
https://monumenta.wikibase.cloud/entity/Q996	191	eguin
https://monumenta.wikibase.cloud/entity/Q997	192	,
https://monumenta.wikibase.cloud/entity/Q998	193	ta
https://monumenta.wikibase.cloud/entity/Q999	194	jarri
https://monumenta.wikibase.cloud/entity/Q1000	195	zan
https://monumenta.wikibase.cloud/entity/Q1001	196	balanzaren
https://monumenta.wikibase.cloud/entity/Q1002	197	beste
https://monumenta.wikibase.cloud/entity/Q1003	198	aldetic
https://monumenta.wikibase.cloud/entity/Q1004	199	:
https://monumenta.wikibase.cloud/entity/Q1005	200	eta
https://monumenta.wikibase.cloud/entity/Q1006	201	nola
https://monumenta.wikibase.cloud/entity/Q1007	202	cecartzien
https://monumenta.wikibase.cloud/entity/Q1008	203	Jaincoaren
https://monumenta.wikibase.cloud/entity/Q1009	204	indar
https://monumenta.wikibase.cloud/entity/Q1010	205	guciac
https://monumenta.wikibase.cloud/entity/Q1011	206	,
https://monumenta.wikibase.cloud/entity/Q1012	207	jaso
https://monumenta.wikibase.cloud/entity/Q1013	208	guinduen
https://monumenta.wikibase.cloud/entity/Q1014	209	ceruraño
https://monumenta.wikibase.cloud/entity/Q1015	210	,
https://monumenta.wikibase.cloud/entity/Q1016	211	gueuntzan
https://monumenta.wikibase.cloud/entity/Q1017	212	leicetic
https://monumenta.wikibase.cloud/entity/Q1018	213	,
https://monumenta.wikibase.cloud/entity/Q1019	214	jaisten
https://monumenta.wikibase.cloud/entity/Q1020	215	,
https://monumenta.wikibase.cloud/entity/Q1021	216	ta
https://monumenta.wikibase.cloud/entity/Q1022	217	ondatzen
https://monumenta.wikibase.cloud/entity/Q1023	218	ceuala
https://monumenta.wikibase.cloud/entity/Q1024	219	bere
https://monumenta.wikibase.cloud/entity/Q1025	220	burua
https://monumenta.wikibase.cloud/entity/Q1026	221	,
https://monumenta.wikibase.cloud/entity/Q1027	222	il
https://monumenta.wikibase.cloud/entity/Q1028	223	ta
https://monumenta.wikibase.cloud/entity/Q1029	224	lurperatu
https://monumenta.wikibase.cloud/entity/Q1030	225	zanean
https://monumenta.wikibase.cloud/entity/Q1031	226	.
https://monumenta.wikibase.cloud/entity/Q1032	227	Artaraco
https://monumenta.wikibase.cloud/entity/Q1033	228	bada
https://monumenta.wikibase.cloud/entity/Q1034	229	nere
https://monumenta.wikibase.cloud/entity/Q1035	230	iritzian
https://monumenta.wikibase.cloud/entity/Q1036	231	dago
https://monumenta.wikibase.cloud/entity/Q1037	232	Virgiña
https://monumenta.wikibase.cloud/entity/Q1038	233	gurutzearen
https://monumenta.wikibase.cloud/entity/Q1039	234	ondoan
https://monumenta.wikibase.cloud/entity/Q1040	235	zutic
https://monumenta.wikibase.cloud/entity/Q1041	236	,
https://monumenta.wikibase.cloud/entity/Q1042	237	balanza
https://monumenta.wikibase.cloud/entity/Q1043	238	au
https://monumenta.wikibase.cloud/entity/Q1044	239	escuetan
https://monumenta.wikibase.cloud/entity/Q1045	240	deuala
https://monumenta.wikibase.cloud/entity/Q1046	241	;
https://monumenta.wikibase.cloud/entity/Q1047	242	icusi
https://monumenta.wikibase.cloud/entity/Q1048	243	daguigun
https://monumenta.wikibase.cloud/entity/Q1049	244	Adanen
https://monumenta.wikibase.cloud/entity/Q1050	245	humeac
https://monumenta.wikibase.cloud/entity/Q1051	246	,
https://monumenta.wikibase.cloud/entity/Q1052	247	nolaco
https://monumenta.wikibase.cloud/entity/Q1053	248	Justicia
https://monumenta.wikibase.cloud/entity/Q1054	249	eguiten
https://monumenta.wikibase.cloud/entity/Q1055	250	dan
https://monumenta.wikibase.cloud/entity/Q1056	251	,
https://monumenta.wikibase.cloud/entity/Q1057	252	ez
https://monumenta.wikibase.cloud/entity/Q1058	253	pecatarietan
https://monumenta.wikibase.cloud/entity/Q1059	254	,
https://monumenta.wikibase.cloud/entity/Q1060	255	bai
https://monumenta.wikibase.cloud/entity/Q1061	256	gure
https://monumenta.wikibase.cloud/entity/Q1062	257	pecatuac
https://monumenta.wikibase.cloud/entity/Q1063	258	bere
https://monumenta.wikibase.cloud/entity/Q1064	259	contura
https://monumenta.wikibase.cloud/entity/Q1065	260	artu
https://monumenta.wikibase.cloud/entity/Q1066	261	cituan
https://monumenta.wikibase.cloud/entity/Q1067	262	batean
https://monumenta.wikibase.cloud/entity/Q1068	263	,
https://monumenta.wikibase.cloud/entity/Q1069	264	bai
https://monumenta.wikibase.cloud/entity/Q1070	265	Jaungoico-guizon
https://monumenta.wikibase.cloud/entity/Q1071	266	,
https://monumenta.wikibase.cloud/entity/Q1072	267	pecatu
https://monumenta.wikibase.cloud/entity/Q1073	268	bagueco
https://monumenta.wikibase.cloud/entity/Q1074	269	,
https://monumenta.wikibase.cloud/entity/Q1075	270	Virgiñaren
https://monumenta.wikibase.cloud/entity/Q1076	271	seme
https://monumenta.wikibase.cloud/entity/Q1077	272	bacarrean
https://monumenta.wikibase.cloud/entity/Q1078	273	.
https://monumenta.wikibase.cloud/entity/Q1079	274	Gaur
https://monumenta.wikibase.cloud/entity/Q1080	275	bada
https://monumenta.wikibase.cloud/entity/Q1081	276	hitzeguin
https://monumenta.wikibase.cloud/entity/Q1082	277	beardegu
https://monumenta.wikibase.cloud/entity/Q1083	278	,
https://monumenta.wikibase.cloud/entity/Q1084	279	Calvarioan
https://monumenta.wikibase.cloud/entity/Q1085	280	ta
https://monumenta.wikibase.cloud/entity/Q1086	281	gurutzearen
https://monumenta.wikibase.cloud/entity/Q1087	282	ondoan
https://monumenta.wikibase.cloud/entity/Q1088	283	bagueunde
https://monumenta.wikibase.cloud/entity/Q1089	284	bezala
https://monumenta.wikibase.cloud/entity/Q1090	285	,
https://monumenta.wikibase.cloud/entity/Q1091	286	balanza
https://monumenta.wikibase.cloud/entity/Q1092	287	au
https://monumenta.wikibase.cloud/entity/Q1093	288	bere
https://monumenta.wikibase.cloud/entity/Q1094	289	escutic
https://monumenta.wikibase.cloud/entity/Q1095	290	quentzen
https://monumenta.wikibase.cloud/entity/Q1096	291	diogula
https://monumenta.wikibase.cloud/entity/Q1097	292	Virgiñari
https://monumenta.wikibase.cloud/entity/Q1098	293	,
https://monumenta.wikibase.cloud/entity/Q1099	294	ta
https://monumenta.wikibase.cloud/entity/Q1100	295	artzen
https://monumenta.wikibase.cloud/entity/Q1101	296	deuala
https://monumenta.wikibase.cloud/entity/Q1102	297	bacoitzac
https://monumenta.wikibase.cloud/entity/Q1103	298	bere
https://monumenta.wikibase.cloud/entity/Q1104	299	escuan
https://monumenta.wikibase.cloud/entity/Q1105	300	,
https://monumenta.wikibase.cloud/entity/Q1106	301	pisatzeco
https://monumenta.wikibase.cloud/entity/Q1107	302	aldebatetic
https://monumenta.wikibase.cloud/entity/Q1108	303	Virgiñaren
https://monumenta.wikibase.cloud/entity/Q1109	304	miñac
https://monumenta.wikibase.cloud/entity/Q1110	305	,
https://monumenta.wikibase.cloud/entity/Q1111	306	ta
https://monumenta.wikibase.cloud/entity/Q1112	307	samiñac
https://monumenta.wikibase.cloud/entity/Q1113	308	,
https://monumenta.wikibase.cloud/entity/Q1114	309	damuac
https://monumenta.wikibase.cloud/entity/Q1115	310	ta
https://monumenta.wikibase.cloud/entity/Q1116	311	doloreac
https://monumenta.wikibase.cloud/entity/Q1117	312	,
https://monumenta.wikibase.cloud/entity/Q1118	313	bestetic
https://monumenta.wikibase.cloud/entity/Q1119	314	gueren
https://monumenta.wikibase.cloud/entity/Q1120	315	ajolacabea
https://monumenta.wikibase.cloud/entity/Q1121	316	,
https://monumenta.wikibase.cloud/entity/Q1122	317	ta
https://monumenta.wikibase.cloud/entity/Q1123	318	ardurabaguea
https://monumenta.wikibase.cloud/entity/Q1124	319	,
https://monumenta.wikibase.cloud/entity/Q1125	320	eta
https://monumenta.wikibase.cloud/entity/Q1126	321	cein
https://monumenta.wikibase.cloud/entity/Q1127	322	esquer
https://monumenta.wikibase.cloud/entity/Q1128	323	gaistocoac
https://monumenta.wikibase.cloud/entity/Q1129	324	gueraden
https://monumenta.wikibase.cloud/entity/Q1130	325	.
https://monumenta.wikibase.cloud/entity/Q1131	326	Cer
https://monumenta.wikibase.cloud/entity/Q1132	327	da
https://monumenta.wikibase.cloud/entity/Q1133	328	au
https://monumenta.wikibase.cloud/entity/Q1134	329	,
https://monumenta.wikibase.cloud/entity/Q1135	330	esango
https://monumenta.wikibase.cloud/entity/Q1136	331	dit
https://monumenta.wikibase.cloud/entity/Q1137	332	norbaitec
https://monumenta.wikibase.cloud/entity/Q1138	333	,
https://monumenta.wikibase.cloud/entity/Q1139	334	Virgiña
https://monumenta.wikibase.cloud/entity/Q1140	335	orrec
https://monumenta.wikibase.cloud/entity/Q1141	336	icenic
https://monumenta.wikibase.cloud/entity/Q1142	337	ezteu
https://monumenta.wikibase.cloud/entity/Q1143	338	,
https://monumenta.wikibase.cloud/entity/Q1144	339	beiñ
https://monumenta.wikibase.cloud/entity/Q1145	340	bederic
https://monumenta.wikibase.cloud/entity/Q1146	341	aitatzeco
https://monumenta.wikibase.cloud/entity/Q1147	342	?
https://monumenta.wikibase.cloud/entity/Q1148	343	Eranzungo
https://monumenta.wikibase.cloud/entity/Q1149	344	digot
https://monumenta.wikibase.cloud/entity/Q1150	345	,
https://monumenta.wikibase.cloud/entity/Q1151	346	gaur
https://monumenta.wikibase.cloud/entity/Q1152	347	bear
https://monumenta.wikibase.cloud/entity/Q1153	348	guenduela
https://monumenta.wikibase.cloud/entity/Q1154	349	icen
https://monumenta.wikibase.cloud/entity/Q1155	350	orren
https://monumenta.wikibase.cloud/entity/Q1156	351	eguna
https://monumenta.wikibase.cloud/entity/Q1157	352	:
https://monumenta.wikibase.cloud/entity/Q1158	353	baña
https://monumenta.wikibase.cloud/entity/Q1159	354	ez
https://monumenta.wikibase.cloud/entity/Q1160	355	egunic
https://monumenta.wikibase.cloud/entity/Q1161	356	idorotzen
https://monumenta.wikibase.cloud/entity/Q1162	357	dedala
https://monumenta.wikibase.cloud/entity/Q1163	358	,
https://monumenta.wikibase.cloud/entity/Q1164	359	ez
https://monumenta.wikibase.cloud/entity/Q1165	360	eta
https://monumenta.wikibase.cloud/entity/Q1166	361	Virgiñaren
https://monumenta.wikibase.cloud/entity/Q1167	362	icenic
https://monumenta.wikibase.cloud/entity/Q1168	363	gaurco
https://monumenta.wikibase.cloud/entity/Q1273	363.1	euangelioan
https://monumenta.wikibase.cloud/entity/Q1169	364	.
https://monumenta.wikibase.cloud/entity/Q1170	365	Berriz
https://monumenta.wikibase.cloud/entity/Q1171	366	ez
https://monumenta.wikibase.cloud/entity/Q1172	367	bide
https://monumenta.wikibase.cloud/entity/Q1173	368	dira
https://monumenta.wikibase.cloud/entity/Q1174	369	ondo
https://monumenta.wikibase.cloud/entity/Q1175	370	elcar
https://monumenta.wikibase.cloud/entity/Q1176	371	aditzen
https://monumenta.wikibase.cloud/entity/Q1177	372	Virgiñaren
https://monumenta.wikibase.cloud/entity/Q1178	373	icena
https://monumenta.wikibase.cloud/entity/Q1179	374	,
https://monumenta.wikibase.cloud/entity/Q1180	375	ta
https://monumenta.wikibase.cloud/entity/Q1181	376	Virgiñaren
https://monumenta.wikibase.cloud/entity/Q1182	377	doloreac
https://monumenta.wikibase.cloud/entity/Q1183	378	,
https://monumenta.wikibase.cloud/entity/Q1184	379	eta
https://monumenta.wikibase.cloud/entity/Q1185	380	orregatic
https://monumenta.wikibase.cloud/entity/Q1186	381	alde
https://monumenta.wikibase.cloud/entity/Q1187	382	eraguiten
https://monumenta.wikibase.cloud/entity/Q1188	383	zaca
https://monumenta.wikibase.cloud/entity/Q1189	384	gaur
https://monumenta.wikibase.cloud/entity/Q1190	385	icenari
https://monumenta.wikibase.cloud/entity/Q1191	386	.
https://monumenta.wikibase.cloud/entity/Q1192	387	Nic
https://monumenta.wikibase.cloud/entity/Q1193	388	esango
https://monumenta.wikibase.cloud/entity/Q1194	389	det
https://monumenta.wikibase.cloud/entity/Q1195	390	cer
https://monumenta.wikibase.cloud/entity/Q1196	391	dan
https://monumenta.wikibase.cloud/entity/Q1197	392	.
https://monumenta.wikibase.cloud/entity/Q1198	393	Virgiñari
https://monumenta.wikibase.cloud/entity/Q1199	394	deritza
https://monumenta.wikibase.cloud/entity/Q1200	395	Maria
https://monumenta.wikibase.cloud/entity/Q1201	396	,
https://monumenta.wikibase.cloud/entity/Q1202	397	ta
https://monumenta.wikibase.cloud/entity/Q1203	398	icen
https://monumenta.wikibase.cloud/entity/Q1204	399	au
https://monumenta.wikibase.cloud/entity/Q1205	400	da
https://monumenta.wikibase.cloud/entity/Q1206	401	alde
https://monumenta.wikibase.cloud/entity/Q1207	402	batetic
https://monumenta.wikibase.cloud/entity/Q1274	402.1	ezti
https://monumenta.wikibase.cloud/entity/Q1208	403	,
https://monumenta.wikibase.cloud/entity/Q1209	404	gozoa
https://monumenta.wikibase.cloud/entity/Q1210	405	,
https://monumenta.wikibase.cloud/entity/Q1211	406	ta
https://monumenta.wikibase.cloud/entity/Q1212	407	adierazotzen
https://monumenta.wikibase.cloud/entity/Q1213	408	digu
https://monumenta.wikibase.cloud/entity/Q1214	409	Jaungoicoaren
https://monumenta.wikibase.cloud/entity/Q1215	410	ama
https://monumenta.wikibase.cloud/entity/Q1216	411	bere
https://monumenta.wikibase.cloud/entity/Q1217	412	aunditasun
https://monumenta.wikibase.cloud/entity/Q1218	413	,
https://monumenta.wikibase.cloud/entity/Q1219	414	ta
https://monumenta.wikibase.cloud/entity/Q1220	415	doaiñ
https://monumenta.wikibase.cloud/entity/Q1221	416	guciaquin
https://monumenta.wikibase.cloud/entity/Q1222	417	:
https://monumenta.wikibase.cloud/entity/Q1223	418	bestetic
https://monumenta.wikibase.cloud/entity/Q1224	419	da
https://monumenta.wikibase.cloud/entity/Q1225	420	miñ
https://monumenta.wikibase.cloud/entity/Q1226	421	,
https://monumenta.wikibase.cloud/entity/Q1227	422	garratza
https://monumenta.wikibase.cloud/entity/Q1228	423	,
https://monumenta.wikibase.cloud/entity/Q1229	424	ta
https://monumenta.wikibase.cloud/entity/Q1230	425	adierazotzen
https://monumenta.wikibase.cloud/entity/Q1231	426	diauzcu
https://monumenta.wikibase.cloud/entity/Q1232	427	Virgiñaren
https://monumenta.wikibase.cloud/entity/Q1233	428	doloreac
https://monumenta.wikibase.cloud/entity/Q1234	429	,
https://monumenta.wikibase.cloud/entity/Q1235	430	cergatic
https://monumenta.wikibase.cloud/entity/Q1236	431	aimbat
https://monumenta.wikibase.cloud/entity/Q1237	432	da
https://monumenta.wikibase.cloud/entity/Q1238	433	Maria
https://monumenta.wikibase.cloud/entity/Q1239	434	edo
https://monumenta.wikibase.cloud/entity/Q1240	435	itsaso
https://monumenta.wikibase.cloud/entity/Q1241	436	miña
https://monumenta.wikibase.cloud/entity/Q1242	437	:
https://monumenta.wikibase.cloud/entity/Q1243	438	bañacerez
https://monumenta.wikibase.cloud/entity/Q1244	439	mindua
https://monumenta.wikibase.cloud/entity/Q1245	440	,
https://monumenta.wikibase.cloud/entity/Q1246	441	ezpada
https://monumenta.wikibase.cloud/entity/Q1247	442	oñacez
https://monumenta.wikibase.cloud/entity/Q1248	443	,
https://monumenta.wikibase.cloud/entity/Q1249	444	atsecabez
https://monumenta.wikibase.cloud/entity/Q1250	445	,
https://monumenta.wikibase.cloud/entity/Q1251	446	damuz
https://monumenta.wikibase.cloud/entity/Q1252	447	?
https://monumenta.wikibase.cloud/entity/Q1253	448	Orain
https://monumenta.wikibase.cloud/entity/Q1254	449	bada
https://monumenta.wikibase.cloud/entity/Q1255	450	ezti
https://monumenta.wikibase.cloud/entity/Q1256	451	gozoa
https://monumenta.wikibase.cloud/entity/Q1257	452	dan
https://monumenta.wikibase.cloud/entity/Q1258	453	bezanbat
https://monumenta.wikibase.cloud/entity/Q1259	454	,
